CourseLink,room_link
https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=185A79&semester=2016W,https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=BA_PRAKT
https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=185A79&semester=2016W,https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=AUDI
https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=185A79&semester=2016W,https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=HGEG05
https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=185A62&semester=2016W,https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=1872
https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=185A62&semester=2016W,https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=ZEMS
https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=185054&semester=2016W,https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=SEMN
https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=185054&semester=2016W,https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=SEMN
https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=185054&semester=2016W,https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=SEMN
https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=185054&semester=2016W,https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=SEMN
https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=185318&semester=2016W,https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=SEMG
https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=185318&semester=2016W,https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=SEMN
https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=185310&semester=2016W,https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=E3A
https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=185206&semester=2016W,https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=E3A
https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=185226&semester=2016W,https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=E3
https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=185226&semester=2016W,https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=E3
https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=185226&semester=2016W,https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=E3
https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=185226&semester=2016W,https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=E3
https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=185226&semester=2016W,https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=E3
https://tiss.tuwien.ac.at/course/courseDetails.xhtml?courseNr=185226&semester=2016W,https://tiss.tuwien.ac.at/events/roomSchedule.xhtml?roomCode=E3
